pokedex_number,name,type,total,hp,attack,defense,spatk,spdef,speed,generation,legendary,bug_type,dark_type,dragon_type,electric_type,fairy_type,fighting_type,fire_type,flying_type,ghost_type,grass_type,ground_type,ice_type,normal_type,poison_type,psychic_type,rock_type,steel_type,water_type
579,Reuniclus,Psychic,490,110,65,75,125,85,30,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
580,Ducklett,Water,305,62,44,50,44,50,55,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
581,Swanna,Water,473,75,87,63,87,63,98,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,Vanillite,Ice,305,36,50,50,65,60,44,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,Vanillish,Ice,395,51,65,65,80,75,59,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,Vanilluxe,Ice,535,71,95,85,110,95,79,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
585,Deerling,Normal,335,60,60,50,40,50,75,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,Sawsbuck,Normal,475,80,100,70,60,70,95,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587,Emolga,Electric,428,55,75,60,75,60,103,5,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Karrablast,Bug,315,50,75,45,40,45,60,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Escavalier,Bug,495,70,135,105,60,105,20,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Foongus,Grass,294,69,55,45,55,55,15,5,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,Amoonguss,Grass,464,114,85,70,85,80,30,5,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
592,Frillish,Water,335,55,40,50,65,85,40,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,Jellicent,Water,480,100,60,70,85,105,60,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,Alomomola,Water,470,165,75,80,40,45,65,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,Joltik,Bug,319,50,47,50,57,50,65,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Galvantula,Bug,472,70,77,60,97,60,108,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Ferroseed,Grass,305,44,50,91,24,86,10,5,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
598,Ferrothorn,Grass,489,74,94,131,54,116,20,5,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
599,Klink,Steel,300,40,55,70,45,60,30,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600,Klang,Steel,440,60,80,95,70,85,50,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
601,Klinklang,Steel,520,60,100,115,70,85,90,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,Tynamo,Electric,275,35,55,40,45,40,60,5,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Eelektrik,Electric,405,65,85,70,75,70,40,5,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Eelektross,Electric,515,85,115,80,105,80,50,5,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Elgyem,Psychic,335,55,55,55,85,55,30,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
606,Beheeyem,Psychic,485,75,75,75,125,95,40,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
607,Litwick,Ghost,275,50,30,55,65,55,20,5,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
608,Lampent,Ghost,370,60,40,60,95,60,55,5,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609,Chandelure,Ghost,520,60,55,90,145,90,80,5,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
610,Axew,Dragon,320,46,87,60,30,40,57,5,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Fraxure,Dragon,410,66,117,70,40,50,67,5,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Haxorus,Dragon,540,76,147,90,60,70,97,5,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Cubchoo,Ice,305,55,70,40,60,40,40,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
614,Beartic,Ice,485,95,110,80,70,80,50,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
615,Cryogonal,Ice,485,70,50,30,95,135,105,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616,Shelmet,Bug,305,50,40,85,40,65,25,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Accelgor,Bug,495,80,70,40,100,60,145,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Stunfisk,Ground,471,109,66,84,81,99,32,5,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
619,Mienfoo,Fighting,350,45,85,50,55,50,65,5,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,Mienshao,Fighting,510,65,125,60,95,60,105,5,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
621,Druddigon,Dragon,485,77,120,90,60,90,48,5,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Golett,Ground,303,59,74,50,35,50,35,5,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
623,Golurk,Ground,483,89,124,80,55,80,55,5,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
624,Pawniard,Dark,340,45,85,70,40,40,60,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Bisharp,Dark,490,65,125,100,60,70,70,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Bouffalant,Normal,490,95,110,95,40,95,55,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
627,Rufflet,Normal,350,70,83,50,37,50,60,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,Braviary,Normal,510,100,123,75,57,75,80,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
629,Vullaby,Dark,370,70,55,75,45,65,60,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Mandibuzz,Dark,510,110,65,105,55,95,80,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Heatmor,Fire,484,85,97,66,105,66,65,5,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
632,Durant,Bug,484,58,109,112,48,48,109,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Deino,Dark,300,52,65,50,45,50,38,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Zweilous,Dark,420,72,85,70,65,70,58,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Hydreigon,Dark,600,92,105,90,125,90,98,5,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Larvesta,Bug,360,55,85,55,50,55,60,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Volcarona,Bug,550,85,60,65,135,105,100,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Cobalion,Steel,580,91,90,129,90,72,108,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639,Terrakion,Rock,580,91,129,90,72,90,108,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
640,Virizion,Grass,580,91,90,72,90,129,108,5,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
641,TornadusIncarnate Forme,Flying,580,79,115,70,125,80,111,5,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
641,TornadusTherian Forme,Flying,580,79,100,80,110,90,121,5,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,ThundurusIncarnate Forme,Electric,580,79,115,70,125,80,111,5,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,ThundurusTherian Forme,Electric,580,79,105,70,145,80,101,5,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Reshiram,Dragon,680,100,120,100,150,120,90,5,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Zekrom,Dragon,680,100,150,120,120,100,90,5,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,LandorusIncarnate Forme,Ground,600,89,125,90,115,80,101,5,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
645,LandorusTherian Forme,Ground,600,89,145,90,105,80,91,5,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
646,Kyurem,Dragon,660,125,130,90,130,90,95,5,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,KyuremBlack Kyurem,Dragon,700,125,170,100,120,90,95,5,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,KyuremWhite Kyurem,Dragon,700,125,120,90,170,100,95,5,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,KeldeoOrdinary Forme,Water,580,91,72,90,129,90,108,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,KeldeoResolute Forme,Water,580,91,72,90,129,90,108,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
648,MeloettaAria Forme,Normal,600,100,77,77,128,128,90,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
648,MeloettaPirouette Forme,Normal,600,100,128,90,77,77,128,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
649,Genesect,Bug,600,71,120,95,120,95,99,5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Chespin,Grass,313,56,61,65,48,45,38,6,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
651,Quilladin,Grass,405,61,78,95,56,58,57,6,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
652,Chesnaught,Grass,530,88,107,122,74,75,64,6,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
653,Fennekin,Fire,307,40,45,40,62,60,60,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
654,Braixen,Fire,409,59,59,58,90,70,73,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
655,Delphox,Fire,534,75,69,72,114,100,104,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
656,Froakie,Water,314,41,56,40,62,44,71,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
657,Frogadier,Water,405,54,63,52,83,56,97,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
658,Greninja,Water,530,72,95,67,103,71,122,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
659,Bunnelby,Normal,237,38,36,38,32,36,57,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
660,Diggersby,Normal,423,85,56,77,50,77,78,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,Fletchling,Normal,278,45,50,43,40,38,62,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
662,Fletchinder,Fire,382,62,73,55,56,52,84,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,Talonflame,Fire,499,78,81,71,74,69,126,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
664,Scatterbug,Bug,200,38,35,40,27,25,35,6,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,Spewpa,Bug,213,45,22,60,27,30,29,6,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Vivillon,Bug,411,80,52,50,90,50,89,6,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Litleo,Fire,369,62,50,58,73,54,72,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
668,Pyroar,Fire,507,86,68,72,109,66,106,6,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
669,FlabÃƒÂ©bÃƒÂ©,Fairy,303,44,38,39,61,79,42,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Floette,Fairy,371,54,45,47,75,98,52,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Florges,Fairy,552,78,65,68,112,154,75,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Skiddo,Grass,350,66,65,48,62,57,52,6,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
673,Gogoat,Grass,531,123,100,62,97,81,68,6,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
674,Pancham,Fighting,348,67,82,62,46,48,43,6,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
675,Pangoro,Fighting,495,95,124,78,69,71,58,6,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
676,Furfrou,Normal,472,75,80,60,65,90,102,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
677,Espurr,Psychic,355,62,48,54,63,60,68,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678,MeowsticMale,Psychic,466,74,48,76,83,81,104,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678,MeowsticFemale,Psychic,466,74,48,76,83,81,104,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
679,Honedge,Steel,325,45,80,100,35,37,28,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
680,Doublade,Steel,448,59,110,150,45,49,35,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,AegislashBlade Forme,Steel,520,60,150,50,150,50,60,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,AegislashShield Forme,Steel,520,60,50,150,50,150,60,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,Spritzee,Fairy,341,78,52,60,63,65,23,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
683,Aromatisse,Fairy,462,101,72,72,99,89,29,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Swirlix,Fairy,341,62,48,66,59,57,49,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Slurpuff,Fairy,480,82,80,86,85,75,72,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Inkay,Dark,288,53,54,53,37,46,45,6,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,Malamar,Dark,482,86,92,88,68,75,73,6,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Binacle,Rock,306,42,52,67,39,56,50,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
689,Barbaracle,Rock,500,72,105,115,54,86,68,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690,Skrelp,Poison,320,50,60,60,60,60,30,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
691,Dragalge,Poison,494,65,75,90,97,123,44,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
692,Clauncher,Water,330,50,53,62,58,63,44,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
693,Clawitzer,Water,500,71,73,88,120,89,59,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
694,Helioptile,Electric,289,44,38,33,61,43,70,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Heliolisk,Electric,481,62,55,52,109,94,109,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Tyrunt,Rock,362,58,89,77,45,45,48,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
697,Tyrantrum,Rock,521,82,121,119,69,59,71,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
698,Amaura,Rock,362,77,59,50,67,63,46,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
699,Aurorus,Rock,521,123,77,72,99,92,58,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
700,Sylveon,Fairy,525,95,65,65,110,130,60,6,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Hawlucha,Fighting,500,78,92,75,74,63,118,6,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
702,Dedenne,Electric,431,67,58,57,81,67,101,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Carbink,Rock,500,50,50,150,50,150,50,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
704,Goomy,Dragon,300,45,50,35,55,75,40,6,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Sliggoo,Dragon,452,68,75,53,83,113,60,6,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Goodra,Dragon,600,90,100,70,110,150,80,6,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Klefki,Steel,470,57,80,91,80,87,75,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
708,Phantump,Ghost,309,43,70,48,50,60,38,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
709,Trevenant,Ghost,474,85,110,76,65,82,56,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710,PumpkabooAverage Size,Ghost,335,49,66,70,44,55,51,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710,PumpkabooSmall Size,Ghost,335,44,66,70,44,55,56,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710,PumpkabooLarge Size,Ghost,335,54,66,70,44,55,46,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710,PumpkabooSuper Size,Ghost,335,59,66,70,44,55,41,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711,GourgeistAverage Size,Ghost,494,65,90,122,58,75,84,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711,GourgeistSmall Size,Ghost,494,55,85,122,58,75,99,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711,GourgeistLarge Size,Ghost,494,75,95,122,58,75,69,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711,GourgeistSuper Size,Ghost,494,85,100,122,58,75,54,6,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
712,Bergmite,Ice,304,55,69,85,32,35,28,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
713,Avalugg,Ice,514,95,117,184,44,46,28,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
714,Noibat,Flying,245,40,30,35,45,40,55,6,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
715,Noivern,Flying,535,85,70,80,97,80,123,6,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
716,Xerneas,Fairy,680,126,131,95,131,98,99,6,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Yveltal,Dark,680,126,131,95,131,98,99,6,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Zygarde50% Forme,Dragon,600,108,100,121,81,95,95,6,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Diancie,Rock,600,50,100,150,100,150,50,6,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
719,DiancieMega Diancie,Rock,700,50,160,110,160,110,110,6,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
720,HoopaHoopa Confined,Psychic,600,80,110,60,150,130,70,6,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
720,HoopaHoopa Unbound,Psychic,680,80,160,60,170,130,80,6,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
721,Volcanion,Fire,600,80,110,120,130,90,70,6,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0